"Nid","Accordion Section"
"3515","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>What do your popcorn bags sell for?</h3>
<div>
<p>We suggest selling <i>Kettle Corn</i> for $12 a bag.</p></div>
<h3>How many bags are in a case?</h3>
<div>
<p>12</p></div>
<h3>What size is each bag?</h3>
<div>
<p>7 oz each</p></div>
<h3>How long does your popcorn stay fresh?</h3>
<div>
<p>6 months from the date of production. To maintain freshness, popcorn should be stored in a cool dry place.</p></div>
<h3>Why do bag weights differ by flavor?</h3>
<div>
<p>The volume and number of kernels in every bag is relatively equal. The difference is in the weight of the coatings used for each popcorn flavor.</p>
<p>For example, cheese or savory flavors weigh less than sweet coating on popcorn.</p></div>
<h3>Can flavors be mixed in a case?</h3>
<div>
<p>No. All flavors are preselected and cases cannot be broken up.</p></div>
<h3>Is popcorn gluten free?</h3>
<div>
<p>We hand pop our non-GMO kernels in coconut oil. Our popcorn is certified gluten free, and contains no artificial colors, flavorings, or preservatives. Made with real blue cheese and other natural flavors.</p></div>
</div>"
"3515","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 5 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 25 participants wants everyone to sell 1 case each (12 bags):<br />
</p><blockquote>25 participants x 1 case / participant = 25 cases
<p>25 cases x 12 bags / case = 300 bags</p>
<p>300 bags x $12 / bag = $3,600.00 gross sales</p>
<p>$3,600.00 x 40% profit = <strong>$1,440.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 25 cases (Volume discounts apply).</p>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"3515","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>Orders deliver within 7-10 business days. Time to ship is dependent on your location from our warehouse.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Kettle Corn</i> ships out of our Minnesota warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"3514","<h2>Questions about Popcornopolis Cones?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Popcornopolis</i><sup>®</sup> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Popcornopolis</i><sup>®</sup> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Popcornopolis</i><sup>®</sup> at a discounted price and then sell it at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Popcornopolis</i><sup>®</sup> ships within 1-5 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their popcorn allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Popcornopolis</i><sup>®</sup> comes 40 bags to the case, consider issuing 20 bags to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 2. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold popcorn bags to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Popcornopolis</i><sup>®</sup> fundraiser.</p></div>
</div>"
"3514","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling <i>Popcornopolis</i><sup>®</sup> for $3 a bag.</p></div>
<h3>How many popcorn bags are in a case?</h3>
<div>
<p>40. There are 10 Caramel, 10 Kettle Corn, 10 Cheddar Cheese, and 10 Zebra<sup>®</sup> bags inside each case.</p></div>
<h3>Why do bag weights differ by flavor?</h3>
<div>
<p>The volume and number of kernels in every bag is relatively equal. The difference is in the weight of the coatings used for each popcorn flavor.</p>
<p>For example, cheese or savory flavors weigh less than sweet coating on popcorn.</p></div>
<h3>Can flavors be mixed in a case?</h3>
<div>
<p>No. All flavors are preselected and cases cannot be broken up.</p></div>
<h3>How long does popcorn stay fresh?</h3>
<div>
<p>As long as the package is sealed, <i><a style=""color: #464443; text-decoration: none;"" href=""https://www.popcornopolis.com"" target=""_blank"">Popcornopolis</a></i><sup>®</sup> mini cones stay fresh for 6 months. To maintain freshness, popcorn should be stored in a cool dry place.</p></div>
<h3>Is popcorn gluten free?</h3>
<div>
<p><i>Popcornopolis</i><sup>®</sup> is gluten free and is also Certified Kosher.</p></div>
</div>"
"3514","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 35 participants wants everyone to sell 20 bags each:<br />
</p><blockquote>35 participants x 20 bags / participant = 700 bags
<p>700 bags ÷ 40 bags / case = 17.5 cases (Round up)</p>
<p>18 cases x 40 bags / case = 720 bags</p>
<p>720 bags x $3.00 / bag = $2,160.00 retail</p>
<p>$2,160.00.00 x 45% profit = <strong>$972.00 profit</strong></p></blockquote>
<p>The profit would be 45% because you would need to order 18 cases (Volume discounts apply).</p>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"3514","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>Orders ship within 1-5 business days. Time to ship is dependent on your location from our warehouse.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Popcornopolis</i><sup>®</sup> ships out of our California warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"3448","<h2>Questions about Simple Crunch Bars?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Simple Crunch Bars</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Simple Crunch Bars</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Simple Crunch Bars</i> at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p>Orders deliver within 3-10 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since orders ship 8 inner boxes to the case, consider issuing 2 boxes to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 4. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold snack bars to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Simple Crunch Bars</i> fundraiser.</p></div>
</div>"
"3448","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>What do the bars sell for?</h3>
<div>We suggest selling them for $2.00 each.</div>
<h3>How many units per case?</h3>
<div>40. Each case contains 8 inner boxes of 5.</div>
<h3>What is the size?</h3>
<div>1.4 oz each.</div>
<h3>How long do they stay fresh?</h3>
<div>Guaranteed shelf life is 4 months.</div>
<h3>Are the bars healthy?</h3>
<div>
<p>KIND<sup>®</sup> bars are high in nutrients. While they do contain a little added sugar, it’s low compared to other similar product lines. <i>Simple Crunch Bars</i> contain only 5 grams of added sugar.</p>
<div>Here are the key benefits:</div>
<ul>
<li>0g trans fat</li>
<li>Gluten free</li>
<li>Good source of fiber</li>
<li>Kosher</li>
<li>Low glycemic index</li>
<li>Low sodium</li>
<li>No genetically engineered ingredients</li>
</ul>
<h3>Can <i>Simple Crunch Bars</i> cause allergies?</h3>
<div>
<p>Nut allergies are the body's immune response to the proteins found in nuts. The body tries to fight them off because it treats them as a potential threat. This response is an allergic reaction.</p>
<p><i>Simple Crunch Bars</i> contain almonds, peanuts, and soy. They may contain tree nuts and sesame seeds and nut shell fragments.</p>
</div>
</div>
</div>"
"3448","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 2 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 58 participants wants everyone to sell 2 inner boxes each (5 units):<br />
</p><blockquote>58 participants x 2 boxes / participant = 58 boxes
<p>116 boxes x 5 units / box = 830 units</p>
<p>830 units  x $2.00 / unit = $1,660 gross sales</p>
<p>$1,660.00 x 40% profit = <strong>$664.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 15 cases (Volume discounts apply):<br />
</p><blockquote>58 participants x 2 boxes / participant = 116 boxes
<p>116 boxes ÷ 8 boxes / case = 14.5 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"3448","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>3-10 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Simple Crunch Bars</i> ship out of our New Jersey warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"3447","<h2>Questions about Nut Bars?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Nut Bars</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Nut Bars</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Nut Bars</i> at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p>Orders deliver within 3-10 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since orders ship 6 inner boxes to the case, consider issuing 1 box to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 6. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold snack bars to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Nut Bars</i> fundraiser.</p></div>
</div>"
"3447","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>What do the bars sell for?</h3>
<div>
<p>We suggest selling them for $3.00 each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>72. Each case contains 6 inner boxes of 12.</p></div>
<h3>What is the size?</h3>
<div>
<p>1.4 oz each.</p></div>
<h3>How long do they stay fresh?</h3>
<div>
<p>Guaranteed shelf life is 4 months.</p></div>
<h3>Are the bars healthy?</h3>
<div>
<p>KIND<sup>®</sup> bars are high in nutrients. While they do contain a little added sugar, it’s low compared to other similar product lines. <i>Nut Bars</i> contain only 5 grams of added sugar.</p>
<p>Here are the key benefits:
</p><ul>
<li>0g trans fat</li>
<li>Gluten free</li>
<li>Good source of fiber</li>
<li>Kosher</li>
<li>Low glycemic index</li>
<li>Low sodium</li>
<li>No genetically engineered ingredients</li>
</ul>
<h3>Can <i>Nut Bars</i> cause allergies?</h3>
<div>
<p>Nut allergies are the body's immune response to the proteins found in nuts. The body tries to fight them off because it treats them as a potential threat. This response is an allergic reaction.</p>
<p><i>Nut Bars</i> contain almonds, peanuts, and soy. They may contain tree nuts and sesame seeds and nut shell fragments.</p></div>
</div>
</div>"
"3447","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 2 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 65 participants wants everyone to sell 1 inner box each (12 units):<br />
</p><blockquote>65 participants x 1 boxes / participant = 65 boxes
<p>65 boxes x 12 units / box = 780 units</p>
<p>780 units  x $3.00 / unit = $2,340 gross sales</p>
<p>$2,340.00 x 40% profit = <strong>$936.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 11 cases (Volume discounts apply):<br />
</p><blockquote>65 participants x 1 boxes / participant = 65 boxes
<p>65 boxes ÷ 6 boxes / case = 10.8 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"3447","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>3-10 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Nut Bars</i> ship out of our New Jersey warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"3446","<h2>Questions about Nut Butter Filled Bars?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Nut Butter Filled Bars</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Nut Butter Filled Bars</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Nut Butter Filled Bars</i> at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p>Orders deliver within 3-10 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since orders ship 8 inner boxes to the case, consider issuing 2 boxes to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 4. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold snack bars to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Nut Butter Filled Bars</i> fundraiser.</p></div>
</div>"
"3446","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>What do the bars sell for?</h3>
<div>
<p>We suggest selling them for $2.00 each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>32. Each case contains 8 inner boxes of 4.</p></div>
<h3>What is the size?</h3>
<div>
<p>1.3 oz each.</p></div>
<h3>How long do they stay fresh?</h3>
<div>
<p>Guaranteed shelf life is 4 months.</p></div>
<h3>Are the bars healthy?</h3>
<div>
<p>KIND<sup>®</sup> bars are high in nutrients. While they do contain a little added sugar, it’s low compared to other similar product lines. <i>Nut Butter Filled Bars</i> contain only 5 grams of added sugar.</p>
<p>Here are the key benefits:
</p><ul>
<li>0g trans fat</li>
<li>Gluten free</li>
<li>Good source of fiber</li>
<li>Kosher</li>
<li>Low glycemic index</li>
<li>Low sodium</li>
<li>No genetically engineered ingredients</li>
</ul>
<h3>Can <i>Nut Butter Filled Bars</i> cause allergies?</h3>
<div>
<p>Nut allergies are the body's immune response to the proteins found in nuts. The body tries to fight them off because it treats them as a potential threat. This response is an allergic reaction.</p>
<p><i>Nut Butter Filled Bars</i> contain almonds, peanuts, and soy. They may contain tree nuts and sesame seeds and nut shell fragments.</p></div>
</div>
</div>"
"3446","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 2 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 65 participants wants everyone to sell 2 inner box each (4 units):<br />
</p><blockquote>65 participants x 2 boxes / participant = 130 boxes
<p>130 boxes x 4 units / box = 520 units</p>
<p>520 units  x $2.00 / unit = $1,040 gross sales</p>
<p>$1,040.00 x 40% profit = <strong>$416.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 17 cases (Volume discounts apply):<br />
</p><blockquote>65 participants x 2 boxes / participant = 130 boxes
<p>130 boxes ÷ 8 boxes / case = 16.3 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"3446","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>3-10 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Nut Butter Filled Bars</i> ship out of our New Jersey warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"3445","<h2>Questions about Energy Bars?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Energy Bars</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Energy Bars</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Energy Bars</i> at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p>Orders deliver within 3-10 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since orders ship 6 inner boxes to the case, consider issuing 1 box to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 6. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold snack bars to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Energy Bars</i> fundraiser.</p></div>
</div>"
"3445","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>What do the bars sell for?</h3>
<div>
<p>We suggest selling them for $3.00 each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>72. Each case contains 6 inner boxes of 12.</p></div>
<h3>What is the size?</h3>
<div>
<p>2.1 oz each.</p></div>
<h3>How long do they stay fresh?</h3>
<div>
<p>Guaranteed shelf life is 4 months.</p></div>
<h3>Are the bars healthy?</h3>
<div>
<p>KIND<sup>®</sup> bars are high in nutrients. While they do contain a little added sugar, it’s low compared to other similar product lines. <i>Energy Bars</i> contain only 5 grams of added sugar.</p>
<p>Here are the key benefits:
</p><ul>
<li>0g trans fat</li>
<li>Gluten free</li>
<li>Good source of fiber</li>
<li>Kosher</li>
<li>Low glycemic index</li>
<li>Low sodium</li>
<li>No genetically engineered ingredients</li>
</ul>
<h3>Can <i>Energy Bars</i> cause allergies?</h3>
<div>
<p>Nut allergies are the body's immune response to the proteins found in nuts. The body tries to fight them off because it treats them as a potential threat. This response is an allergic reaction.</p>
<p><i>Energy Bars</i> contain almonds, peanuts, and soy. They may contain tree nuts and sesame seeds and nut shell fragments.</p></div>
</div>
</div>"
"3445","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 2 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 65 participants wants everyone to sell 1 inner box each (12 units):<br />
</p><blockquote>65 participants x 1 boxes / participant = 65 boxes
<p>65 boxes x 12 units / box = 780 units</p>
<p>780 units  x $3.00 / unit = $2,340 gross sales</p>
<p>$2,340.00 x 40% profit = <strong>$936.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 11 cases (Volume discounts apply):<br />
</p><blockquote>65 participants x 1 boxes / participant = 65 boxes
<p>65 boxes ÷ 6 boxes / case = 10.8 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"3445","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>3-10 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Energy Bars</i> ship out of our New Jersey warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
