Nid,Published status,Updated date,Accordion Section,Accordion Section summary
2780,1,1642276651,"<h3>Online Store</h3>
<div class=""accordion1"">
<h3>Can we also raise money online?</h3>
<div>
<p>Yes, selling online is an important part of your <i>Scoop & Bake Favorites</i> cookie dough fundraiser. Before your sale, you’ll receive registration instructions to pass onto your participants. Once registered they’ll be able to invite friends and family to shop at your store.</p>
<p>Selling online adds a 2<sup>nd</sup> way for your group to raise money.</p>
<p>Your online store will include additional items not found in the brochure. You will need to let us know if you only want to display your specific brochure items.</p></div>
<h3>Do participants need to register?</h3>
<div>
<p>Registration is the best way to sell our products online. It's also a great way to get your participants engaged in your cause. Once registered, participants invite people to your store by sharing their unique link. They can do this using text, social media, and/ or email.</p>
<p>Once at the store, buyers will see a personalized message from the participant they’re supporting. For example, “Purchases from this site support John Doe at ABC Band”.</p>
<p>Registered sellers will also be eligible to earn credit towards prizes. We encourage groups to supplement our prize program with their own rewards. This can bring in even more sales. Here are some <a title=""Opens in new window"" href=""/resources/additional-fundraising-incentive-ideas"" target=""_blank"">incentive ideas</a>.</p></div>
<h3>Do we get our own link?</h3>
<div>
<p>There are 2 ways to promote your store:
</p><ol>
<li><strong>Registration:</strong> By default, you will be provided a link to forward to your participants. Once they click on it and register, they will receive their own unique online store link via email. They can then share their link with others using social media, text, and/ or email.</li>
<li><strong>Direct Link:</strong> Or, we can create a unique link that would bypass the registration process. Your group would be able to share your link with their friends and family.</li>
</ol>
<p>By promoting a direct link, you will only be able to track online sales as a group, not by individual sellers. As a result, participants would not receive prize credit for selling online.</p>
<p><strong>Online Ship to Group Orders</strong></p>
<p>Another limitation with a single store link is getting items to online customers who choose the ‘ship to group’ option. Normally when participants register and send out their own unique links and customers make a purchase, orders are automatically tied to a particular seller.</p>
<p>Any items then ship to the group already packed inside the seller’s box with their other brochure items. Participants then deliver these items to their customers.</p>
<p>But with the single link option, you will need to let any ‘ship to group’ buyers know to pick up their order because it won’t be associated with any seller.</p></div>
<h3>Can we accept donations?</h3>
<div>
<p><i>Scoop & Bake Favorites</i> does not offer a donation option.</p></div>
<h3>Can buyers credit more than 1 participant?</h3>
<div>
<p>No. The online store is set up so that only 1 participant receives credit for a particular sale.</p></div>
</div>",
2780,1,1642276651,"<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There are no order requirements for a <i>Scoop & Bake Favorites</i> cookie dough fundraiser.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>You’ll need to know your group size as well your participant goal. Here’s how you can estimate your profit:</p>
<h2>Calculation Steps</h2>
<ol>
<li>Participant Count x Participant Item Goal = Items Sold</li>
<li>Items Sold x Average Retail Price = Gross Sales</li>
<li>Gross Sales x Profit % = Group Profit</li>
</ol>
<h2>Example</h2>
<ol>
<li>Let’s say you have 60 participants and you set your participant item goal at 10. The items sold would be 60 participants x 10 Items / participant = 600.</li>
<li>Next, determine your gross sales. The average retail price is about $18 so your gross sales would be 600 Items x $18 = $10,800.</li>
<li>Since your profit is 40%, your group profit would be $10,800 x 40% = <strong>$4,320</strong>.</li>
</ol>
<p>Keep in mind, our example is only an estimated profit. In reality, participants probably won’t sell the same number of items. In addition, the average retail dollars sold per seller will vary.</p></div>
<h3>Can we track our sales?</h3>
<div>
<p><strong>Brochure:</strong> You probably won’t know how many orders you get until you collect your order forms. But there are strategies that can give you a ballpark idea. Learn how to <a title=""Opens in new window"" href=""/resources/how-track-your-fundraising-progress"" target=""_blank"">track your fundraising progress</a></p>
<p><strong>Online:</strong> You'll be able to track online sales in real-time. By logging into your dashboard you'll see:
</p><ul>
<li>Who’s registered</li>
<li>Orders and units sold by seller</li>
<li>Amount raised by seller and group</li>
</ul>
</div>
<h3>How do we receive our money?</h3>
<div>
<p><strong>Brochure Sales:</strong> Money and order forms are turned in at the end of the sale. The money gets deposited in the group’s account and the order forms are sent in for processing.</p>
<p>Once orders are processed, the group receives their sales reports and invoice. The group sends a check for the invoice amount and keeps the rest as profit.</p>
<p><strong>Online Sales:</strong> Once we receive your brochure invoice payment, we’ll send your online sales profit check.</p></div>
<h3>What is our profit?</h3>
<div>
<p>Groups make 40% off all brochure and online items.</p>
<p><i>(Use the ‘Calculate Your Profit’ calculator at the top of the page to determine your profit)</i></p></div>
<h3>What about sales tax?</h3>
<div>
<p>Certain states require that we collect and remit sales tax on your behalf to your state’s department of revenue. We will need to charge sales tax if your state has determined that we have established <a title=""opens in new window"" href=""https://www.avalara.com/us/en/learn/nexus.html"" target=""_blank"" rel=""noopener"">nexus</a> and you are not tax exempt. See our <a title=""opens in new window"" href=""/resources/ultimate-school-brochure-fundraising-tax-guide"" target=""_blank"" rel=""noopener"">brochure fundraising tax guide</a> for more information.</p></div>
</div>",
2780,1,1642276651,"<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>We deliver brochure orders to your group 3-4 weeks after receiving your order forms. Online orders generally ship to customers within 3-5 business days after purchase.</p>
</div>
<h3>Where do orders ship to?</h3>
<div>
<p>Product ships out of our Louisiana warehouse to all lower 48 states.</p>
</div>
<h3>How is our order packed?</h3>
<div>
<p>Brochure orders deliver prepacked by seller.</p>
</div>
<h3>Is there a shipping fee?</h3>
<div>
<p><strong>Brochure Sales:</strong> Shipping is free for 500+ item orders. Group will be charged an additional $1.00 for each item short of the 500-item minimum. (For example, if group sells 450 items, they will be charged 50 items x $1.00 = $50)</p>
<p>Minimums include combined sales made from the brochure and online store.

</p>
<p><strong>Online Sales:</strong> Customers pay a shipping fee at checkout to have their order shipped direct to them.</p>
<p>Buyers also have the option to ship their order to the group. In this case there is no shipping fee.</p>
</div>
<h3>Do you ship orders to sellers?</h3>
<div>
<p>There is no ship to seller option available for a <i>Scoop & Bake Favorites</i> cookie dough fundraiser.</p></div>
<h3>How are product issued handled?</h3>
<div>
<p>If you have any items that need replacing, you’ll need to submit a form that we’ll attach to your delivery notice email. You’ll have 2 days to report any missing or damaged items. Groups are allowed 1 submission per fundraiser.</p></div>
</div>",
2779,1,1642276609,"<h2>Questions about Perfectly Preportioned?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when participants take orders from your cookie dough brochure.</p></div>
<h3>Do participants get a brochure to show?</h3>
<div>
<p>There is no brochure with items to show. Rather each participant receives a <a title=""Opens in new window"" href=""/sites/default/files/fundraising-flier.pdf"" target=""_blank"">fundraising flier</a> that has an order form attached. Buyers have 2 options:
</p><ol>
<li>Obtain the seller's personal online shopping link and purchase online.</li>
<li>Scan the QR code on the flier, view the brochure online, write down their order on the order form, and then pay the seller.</li>
</ol>
<p>A money envelope is attached to the flier for inserting cash or checks.</p></div>
<h3>Is money collected up front?</h3>
<div>
<p>Yes. Supporters can pay by check, cash, money order, or cashier’s check.</p></div>
<h3>Are there any fees?</h3>
<div>
<p>There are no setup fees or supply costs to start a <i>Perfectly Preportioned</i> cookie dough fundraiser.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>Yes. Our prize programs are optional but recommended. You can boost sales by incentivizing your participants. It’s important to discuss your incentive plan at your kickoff meeting. Then, continue to remind your participants about your prizes throughout your campaign. This will keep them motivated to sell.</p>
<p>If your group has 100 or more participants, a prize flyer is placed in each seller’s packet. For smaller groups, the sponsor receives a PDF with their ‘fundraiser supply kit’ email.</p>
<p>There is no cost for our incentives.</p>
<p><a title=""Opens in new window"" href=""/fundraiser-prize-programs"" target=""_blank"">Learn about our prize programs</a></p></div>
<h3>How soon can we start?</h3>
<div>
<p>After you submit our <a title=""Opens in new window"" href=""/contact/start-fundraiser"" target=""_blank"">start a fundraiser</a> form you’ll receive an agreement to sign. It will then take at least 7-10 business days to process your order and pack and ship out your supplies.</p>
<p><a title=""Opens in new window"" href=""/resources/school-fundraising-supply-timeline"" target=""_blank"">Learn about our timeline</a></p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>Your sale lasts for 2 weeks. You can always change your end date. Simply let us know before your sale is over.</p></div>
</div>",
2779,1,1642276609,"<h3>Online Store</h3>
<div class=""accordion1"">
<h3>Can we also raise money online?</h3>
<div>
<p>Yes, selling online is an important part of your <i>Perfectly Preportioned</i> cookie dough fundraiser. Before your sale, you’ll receive registration instructions to pass onto your participants. Once registered they’ll be able to invite friends and family to shop at your store.</p>
<p>Selling online adds a 2<sup>nd</sup> way for your group to raise money.</p>
<p>Your online store will include additional items not found in the brochure. You will need to let us know if you only want to display your specific brochure items.</p></div>
<h3>Do participants need to register?</h3>
<div>
<p>Registration is the best way to sell our products online. It's also a great way to get your participants engaged in your cause. Once registered, participants invite people to your store by sharing their unique link. They can do this using text, social media, and/ or email.</p>
<p>Once at the store, buyers will see a personalized message from the participant they’re supporting. For example, “Purchases from this site support John Doe at ABC Band”.</p>
<p>Registered sellers will also be eligible to earn credit towards prizes. We encourage groups to supplement our prize program with their own rewards. This can bring in even more sales. Here are some <a title=""Opens in new window"" href=""/resources/additional-fundraising-incentive-ideas"" target=""_blank"">incentive ideas</a>.</p></div>
<h3>Do we get our own link?</h3>
<div>
<p>There are 2 ways to promote your store:
</p><ol>
<li><strong>Registration:</strong> By default, you will be provided a link to forward to your participants. Once they click on it and register, they will receive their own unique online store link via email. They can then share their link with others using social media, text, and/ or email.</li>
<li><strong>Direct Link:</strong> Or, we can create a unique link that would bypass the registration process. Your group would be able to share your link with their friends and family.</li>
</ol>
<p>By promoting a direct link, you will only be able to track online sales as a group, not by individual sellers. As a result, participants would not receive prize credit for selling online.</p>
<p><strong>Online Ship to Group Orders</strong></p>
<p>Another limitation with a single store link is getting items to online customers who choose the ‘ship to group’ option. Normally when participants register and send out their own unique links and customers make a purchase, orders are automatically tied to a particular seller.</p>
<p>Any items then ship to the group already packed inside the seller’s box with their other brochure items. Participants then deliver these items to their customers.</p>
<p>But with the single link option, you will need to let any ‘ship to group’ buyers know to pick up their order because it won’t be associated with any seller.</p></div>
<h3>Can we accept donations?</h3>
<div>
<p><i>Perfectly Preportioned</i> does not offer a donation option.</p></div>
<h3>Can buyers credit more than 1 participant?</h3>
<div>
<p>No. The online store is set up so that only 1 participant receives credit for a particular sale.</p></div>
</div>",
2779,1,1642276609,"<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There are no order requirements for a <i>Perfectly Preportioned</i> cookie dough fundraiser.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>You’ll need to know your group size as well your participant goal. Here’s how you can estimate your profit:</p>
<h2>Calculation Steps</h2>
<ol>
<li>Participant Count x Participant Item Goal = Items Sold</li>
<li>Items Sold x Average Retail Price = Gross Sales</li>
<li>Gross Sales x Profit % = Group Profit</li>
</ol>
<h2>Example</h2>
<ol>
<li>Let’s say you have 60 participants and you set your participant item goal at 10. The items sold would be 60 participants x 10 Items / participant = 600.</li>
<li>Next, determine your gross sales. The average retail price is about $19 so your gross sales would be 600 Items x $19 = $11,400.</li>
<li>Since your profit is 40%, your group profit would be $11,400 x 40% = <strong>$4,560</strong>.</li>
</ol>
<p>Keep in mind, our example is only an estimated profit. In reality, participants probably won’t sell the same number of items. In addition, the average retail dollars sold per seller will vary.</p></div>
<h3>Can we track our sales?</h3>
<div>
<p><strong>Brochure:</strong> You probably won’t know how many orders you get until you collect your order forms. But there are strategies that can give you a ballpark idea. Learn how to <a title=""Opens in new window"" href=""/resources/how-track-your-fundraising-progress"" target=""_blank"">track your fundraising progress</a></p>
<p><strong>Online:</strong> You'll be able to track online sales in real-time. By logging into your dashboard you'll see:
</p><ul>
<li>Who’s registered</li>
<li>Orders and units sold by seller</li>
<li>Amount raised by seller and group</li>
</ul>
</div>
<h3>How do we receive our money?</h3>
<div>
<p><strong>Brochure Sales:</strong> Money and order forms are turned in at the end of the sale. The money gets deposited in the group’s account and the order forms are sent in for processing.</p>
<p>Once orders are processed, the group receives their sales reports and invoice. The group sends a check for the invoice amount and keeps the rest as profit.</p>
<p><strong>Online Sales:</strong> Once we receive your brochure invoice payment, we’ll send your online sales profit check.</p></div>
<h3>What is our profit?</h3>
<div>
<p>Groups make 40% off all brochure and online items.</p>
<p><i>(Use the ‘Calculate Your Profit’ calculator at the top of the page to determine your profit)</i></p></div>
<h3>What about sales tax?</h3>
<div>
<p>Certain states require that we collect and remit sales tax on your behalf to your state’s department of revenue. We will need to charge sales tax if your state has determined that we have established <a title=""opens in new window"" href=""https://www.avalara.com/us/en/learn/nexus.html"" target=""_blank"" rel=""noopener"">nexus</a> and you are not tax exempt. See our <a title=""opens in new window"" href=""/resources/ultimate-school-brochure-fundraising-tax-guide"" target=""_blank"" rel=""noopener"">brochure fundraising tax guide</a> for more information.</p></div>
</div>",
2779,1,1642276609,"<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>We deliver brochure orders to your group 3-4 weeks after receiving your order forms. Online orders generally ship to customers within 3-5 business days after purchase.</p>
</div>
<h3>Where do orders ship to?</h3>
<div>
<p>Product ships out of our Louisiana warehouse to all lower 48 states.</p>
</div>
<h3>How is our order packed?</h3>
<div>
<p>Brochure orders deliver prepacked by seller.</p>
</div>
<h3>Is there a shipping fee?</h3>
<div>
<p><strong>Brochure Sales:</strong> Shipping is free for 500+ item orders. Group will be charged an additional $1.00 for each item short of the 500-item minimum. (For example, if group sells 450 items, they will be charged 50 items x $1.00 = $50)</p>
<p>Minimums include combined sales made from the brochure and online store.

</p>
<p><strong>Online Sales:</strong> Customers pay a shipping fee at checkout to have their order shipped direct to them.</p>
<p>Buyers also have the option to ship their order to the group. In this case there is no shipping fee.</p>
</div>
<h3>Do you ship orders to sellers?</h3>
<div>
<p>There is no ship to seller option available for a <i>Perfectly Preportioned</i> cookie dough fundraiser.</p></div>
<h3>How are product issued handled?</h3>
<div>
<p>If you have any items that need replacing, you’ll need to submit a form that we’ll attach to your delivery notice email. You’ll have 2 days to report any missing or damaged items. Groups are allowed 1 submission per fundraiser.</p></div>
</div>",
2770,1,1642276637,"<h2>Questions about 14 Dollar Dough?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when participants take orders from your cookie dough brochure.</p></div>
<h3>Do participants get a brochure to show?</h3>
<div>
<p>There is no brochure with items to show. Rather each participant receives a <a title=""Opens in new window"" href=""/sites/default/files/fundraising-flier.pdf"" target=""_blank"">fundraising flier</a> that has an order form attached. Buyers have 2 options:
</p><ol>
<li>Obtain the seller's personal online shopping link and purchase online.</li>
<li>Scan the QR code on the flier, view the brochure online, write down their order on the order form, and then pay the seller.</li>
</ol>
<p>A money envelope is attached to the flier for inserting cash or checks.

</p></div>
<h3>Is money collected up front?</h3>
<div>
<p>Yes. Supporters can pay by check, cash, money order, or cashier’s check.</p></div>
<h3>Are there any fees?</h3>
<div>
<p>There are no setup fees or supply costs to start a <i>14 Dollar Dough</i> cookie dough fundraiser.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>Yes. Our prize programs are optional but recommended. You can boost sales by incentivizing your participants. It’s important to discuss your incentive plan at your kickoff meeting. Then, continue to remind your participants about your prizes throughout your campaign. This will keep them motivated to sell.</p>
<p>If your group has 100 or more participants, a prize flyer is placed in each seller’s packet. For smaller groups, the sponsor receives a PDF with their ‘fundraiser supply kit’ email.</p>
<p>There is no cost for our incentives.</p>
<p><a title=""Opens in new window"" href=""/fundraiser-prize-programs"" target=""_blank"">Learn about our prize programs</a></p></div>
<h3>How soon can we start?</h3>
<div>
<p>After you submit our <a title=""Opens in new window"" href=""/contact/start-fundraiser"" target=""_blank"">start a fundraiser</a> form you’ll receive an agreement to sign. It will then take at least 7-10 business days to process your order and pack and ship out your supplies.</p>
<p><a title=""Opens in new window"" href=""/resources/school-fundraising-supply-timeline"" target=""_blank"">Learn about our timeline</a></p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>Your sale lasts for 2 weeks. You can always change your end date. Simply let us know before your sale is over.</p></div>
</div>",
2770,1,1642276637,"<h3>Online Store</h3>
<div class=""accordion1"">
<h3>Can we also raise money online?</h3>
<div>
<p>Yes, selling online is an important part of your <i>14 Dollar Dough</i> cookie dough fundraiser. Before your sale, you’ll receive registration instructions to pass onto your participants. Once registered they’ll be able to invite friends and family to shop at your store.</p>
<p>Selling online adds a 2<sup>nd</sup> way for your group to raise money.</p>
<p>Your online store will include additional items not found in the brochure. You will need to let us know if you only want to display your specific brochure items.</p>
<h3>Online Store Options</h3>

<p>You can choose between 3 different online stores:
</p><ol>
<li><strong>$14 Dough Only.</strong> 2 lb. tubs</li>
<li><strong>America’s Favorite Treats.</strong> This includes 2 lb. and 2.7 lb. tubs, edible dough, and popcorn.</li>
<li><strong>Full Inventory.</strong> This includes 2 lb. tubs, 2.7 lb. tubs and preportioned, edible dough, and popcorn.</li>
</ol>
<p>By default, we’ll set you up as a ‘full inventory’ store. If you only want option 1 or option 2, you will need to let us know which one you want in the comments section of the <a title=""Opens in new window"" href=""/contact/start-fundraiser"" target=""_blank"">start a fundraiser</a> form.</p></div>
<h3>Do participants need to register?</h3>
<div>
<p>Registration is the best way to sell our products online. It's also a great way to get your participants engaged in your cause. Once registered, participants invite people to your store by sharing their unique link. They can do this using text, social media, and/ or email.</p>
<p>Once at the store, buyers will see a personalized message from the participant they’re supporting. For example, “Purchases from this site support John Doe at ABC Band”.</p>
<p>Registered sellers will also be eligible to earn credit towards prizes. We encourage groups to supplement our prize program with their own rewards. This can bring in even more sales. Here are some <a title=""Opens in new window"" href=""/resources/additional-fundraising-incentive-ideas"" target=""_blank"">incentive ideas</a>.</p></div>
<h3>Do we get our own link?</h3>
<div>
<p>There are 2 ways to promote your store:
</p><ol>
<li><strong>Registration:</strong> By default, you will be provided a link to forward to your participants. Once they click on it and register, they will receive their own unique online store link via email. They can then share their link with others using social media, text, and/ or email.</li>
<li><strong>Direct Link:</strong> Or, we can create a unique link that would bypass the registration process. Your group would be able to share your link with their friends and family.</li>
</ol>
<p>By promoting a direct link, you will only be able to track online sales as a group, not by individual sellers. As a result, participants would not receive prize credit for selling online.</p>
<p><strong>Online Ship to Group Orders</strong></p>
<p>Another limitation with a single store link is getting items to online customers who choose the ‘ship to group’ option. Normally when participants register and send out their own unique links and customers make a purchase, orders are automatically tied to a particular seller.</p>
<p>Any items then ship to the group already packed inside the seller’s box with their other brochure items. Participants then deliver these items to their customers.</p>
<p>But with the single link option, you will need to let any ‘ship to group’ buyers know to pick up their order because it won’t be associated with any seller.</p></div>
<h3>Can we accept donations?</h3>
<div>
<p><i>14 Dollar Dough</i> does not offer a donation option.</p></div>
<h3>Can buyers credit more than 1 participant?</h3>
<div>
<p>No. The online store is set up so that only 1 participant receives credit for a particular sale.</p></div>
</div>",
2770,1,1642276637,"<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There are no order requirements for a <i>14 Dollar Dough</i> cookie dough fundraiser.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>You’ll need to know your group size as well your participant goal. Here’s how you can estimate your profit:</p>
<h2>Calculation Steps</h2>
<ol>
<li>Participant Count x Participant Item Goal = Items Sold</li>
<li>Items Sold x Average Retail Price = Gross Sales</li>
<li>Gross Sales x Profit % = Group Profit</li>
</ol>
<h2>Example</h2>
<ol>
<li>Let’s say you have 60 participants and you set your participant item goal at 10. The items sold would be 60 participants x 10 Items / participant = 600.</li>
<li>Next, determine your gross sales. The average retail price is about $14 so your gross sales would be 600 Items x $14 = $8,400.</li>
<li>Since your profit is 40%, your group profit would be $7,200 x 40% = <strong>$3,360</strong>.</li>
</ol>
<p>Keep in mind, our example is only an estimated profit. In reality, participants probably won’t sell the same number of items. In addition, the average retail dollars sold per seller will vary.</p></div>
<h3>Can we track our sales?</h3>
<div>
<p><strong>Brochure:</strong> You probably won’t know how many orders you get until you collect your order forms. But there are strategies that can give you a ballpark idea. Learn how to <a title=""Opens in new window"" href=""/resources/how-track-your-fundraising-progress"" target=""_blank"">track your fundraising progress</a></p>
<p><strong>Online:</strong> You'll be able to track online sales in real-time. By logging into your dashboard you'll see:
</p><ul>
<li>Who’s registered</li>
<li>Orders and units sold by seller</li>
<li>Amount raised by seller and group</li>
</ul>
</div>
<h3>How do we receive our money?</h3>
<div>
<p><strong>Brochure Sales:</strong> Money and order forms are turned in at the end of the sale. The money gets deposited in the group’s account and the order forms are sent in for processing.</p>
<p>Once orders are processed, the group receives their sales reports and invoice. The group sends a check for the invoice amount and keeps the rest as profit.</p>
<p><strong>Online Sales:</strong> Once we receive your brochure invoice payment, we’ll send your online sales profit check.</p></div>
<h3>What is our profit?</h3>
<div>
<p>Groups make 40% off all brochure and online items.</p>
<p><i>(Use the ‘Calculate Your Profit’ calculator at the top of the page to determine your profit)</i></p></div>
<h3>What about sales tax?</h3>
<div>
<p>Certain states require that we collect and remit sales tax on your behalf to your state’s department of revenue. We will need to charge sales tax if your state has determined that we have established <a title=""opens in new window"" href=""https://www.avalara.com/us/en/learn/nexus.html"" target=""_blank"" rel=""noopener"">nexus</a> and you are not tax exempt. See our <a title=""opens in new window"" href=""/resources/ultimate-school-brochure-fundraising-tax-guide"" target=""_blank"" rel=""noopener"">brochure fundraising tax guide</a> for more information.</p></div>
</div>",
2770,1,1642276637,"<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>We deliver brochure orders to your group 3-4 weeks after receiving your order forms. Online orders generally ship to customers within 3-5 business days after purchase.</p>
</div>
<h3>Where do orders ship to?</h3>
<div>
<p>Product ships out of our Louisiana warehouse to all lower 48 states.</p>
</div>
<h3>How is our order packed?</h3>
<div>
<p>Brochure orders deliver prepacked by seller.</p>
</div>
<h3>Is there a shipping fee?</h3>
<div>
<p><strong>Brochure Sales:</strong> Shipping is free for 500+ item orders. Group will be charged an additional $1.00 for each item short of the 500-item minimum. (For example, if group sells 450 items, they will be charged 50 items x $1.00 = $50)</p>
<p>Minimums include combined sales made from the brochure and online store.

</p>
<p><strong>Online Sales:</strong> Customers pay a shipping fee at checkout to have their order shipped direct to them.</p>
<p>Buyers also have the option to ship their order to the group. In this case there is no shipping fee.</p>
</div>
<h3>Do you ship orders to sellers?</h3>
<div>
<p>There is no ship to seller option available for a <i>14 Dollar Dough</i> cookie dough fundraiser.</p></div>
<h3>How are product issued handled?</h3>
<div>
<p>If you have any items that need replacing, you’ll need to submit a form that we’ll attach to your delivery notice email. You’ll have 2 days to report any missing or damaged items. Groups are allowed 1 submission per fundraiser.</p></div>
</div>",
2759,1,1643945904,"<h2>Questions about Jelly Belly?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group raises money when your participants take catalog orders.</p></div>
<h3>Do participants get a brochure to show?</h3>
<div>
<p>Yes. Every participant receives a catalog, order form, and money collection envelope.</p></div>
<h3>Is money collected up front?</h3>
<div>
<p>Yes. Supporters can pay by check, cash, money order, or cashier’s check.</p></div>
<h3>Are there any fees?</h3>
<div>
<p>There are no setup fees or supply costs to start a <i>Jelly Belly</i><sup>®</sup> fundraiser.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>Yes. Our prize programs are optional but encouraged. Offering prizes to your participants can improve sales. It’s important to discuss your incentives at your kickoff meeting. Then, continue to promote them throughout your sale. This will keep your group focused on selling.</p>
<p>If your group has 100 or more participants, a prize flyer is placed in each seller’s packet. For smaller groups, the sponsor receives a PDF with their ‘fundraiser supply kit’ email.</p>
<p>There is no cost to the group for our prizes.</p>
<p><a title=""Opens in new window"" href=""/fundraiser-prize-programs"" target=""_blank"">Learn about our prize programs</a></p></div>
<h3>How soon can we start?</h3>
<div>
<p>After you submit our <a title=""Opens in new window"" href=""/contact/start-fundraiser"" target=""_blank"">start a fundraiser</a> form you’ll receive an agreement to sign. It will then take at least 7-10 business days to process your order and pack and ship out your supplies.</p>
<p><a title=""Opens in new window"" href=""/resources/school-fundraising-supply-timeline"" target=""_blank"">Learn about our timeline</a></p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>Your sale will end 2 weeks after your start date. You can always change your end date. Simply let us know before your sale is over.</p></div>
</div>",
2759,1,1643945904,"<h3>Online Store</h3>
<div class=""accordion1"">
<h3>Can we also raise money online?</h3>
<div>
<p>Yes, online selling is an important part of your <i>Jelly Belly</i><sup>®</sup> fundraiser. Prior to your start date you’ll receive instructions so your participants can register. Once registered they’ll be able to invite friends and family to shop at your store.</p>
<p>Raising money online adds a 2<sup>nd</sup> way for your group to raise money.</p>
<p>Your online store will include additional items not found in the brochure. You will need to let us know if you only want to display your specific brochure items.</p></div>
<h3>Do participants need to register?</h3>
<div>
<p>Registration is the best way to promote your <i>Jelly Belly</i><sup>®</sup> sale online. It's also a very effective way to get your participants engaged in your cause. Once registered, participants invite people to your store by sharing their unique link. They can do this using text, social media, and/ or email.</p>
<p>Once potential buyers are at the store, your group’s name appears at the top of the page. This helps make it recognizable to friends and family. For example, “Welcome to ABC High School Band.”</p>
<p>Registered sellers will also be eligible to earn credit towards prizes. We encourage groups to supplement our prize program with their own rewards. This can bring in even more sales. Here are some <a title=""Opens in new window"" href=""/resources/additional-fundraising-incentive-ideas"" target=""_blank"">incentive ideas</a>.</p></div>
<h3>Do we get our own link?</h3>
<div>
<p>There are 2 ways to promote your store:
</p><ol>
<li><strong>Registration:</strong> By default, your group will receive its own school ID number. Participants will need it to register and share your store with others using social media, text, and/ or email.</li>
<li><strong>Quick Registration:</strong> Or, as an option we will send you a link that you can provide to your participants to forward to their family and friends. Supporters would only need to enter your school ID # and then your group name or a student that they want to support. Your sellers would not need to register.</li>
</ol>
<p>By using quick registration, you would only be able to track online sales as a group, not by individual seller. Sellers would not receive prize credit for any sales made online.</p>
<p><strong>Online Ship to Group Orders</strong></p>
<p>Another limitation with a single store link is getting items to online customers who choose the ‘ship to group’ option. Normally when participants register and send out their own unique links and customers make a purchase, orders are automatically tied to a particular seller.</p>
<p>Any items then ship to the group already packed inside the seller’s box with their other brochure items. Participants then deliver these items to their customers.</p>
<p>But with the single link option, you will need to let any ‘ship to group’ buyers know to pick up their order because it won’t be associated with any seller.</p></div>
<h3>Can we accept donations?</h3>
<div>
<p>Yes, people can donate in $25 increments. Your group receives 70% profit off all donations.</p>
<p>Or if you don't want a donation option on your store you can have this feature turned off. Simply let us know in the comments section when submitting your <a title=""Opens in new window"" href=""/contact/start-fundraiser"" target=""_blank"">start a fundraiser</a> form.</p>
<p>Donations do not count towards items sold and are not available if using a prize program.</p></div>
<h3>Can buyers credit more than 1 participant?</h3>
<div>
<p>No. Participants need to register individually. Each participant has their own login and sharing options.</p></div>
</div>",
